device_id,event_count
2.129645646640841e+18,50
2.1302351625079519e+18,1
2.1302689106153518e+18,41
2.1302819987740124e+18,275
2.1304909749906621e+18,73
2.1305132064164785e+18,9
2.1305245695538458e+18,46
2.130532574991192e+18,81
2.130593045284981e+18,90
2.1308970557876334e+18,49
2.1309089331270728e+18,4
2.1310463549172552e+18,142
2.1312113625051548e+18,164
2.131278859049102e+18,6
2.1313213513112832e+18,39
2.1313916837645107e+18,71
2.1314492092914583e+18,13
2.1315206633716283e+18,5
2.131654356237043e+18,51
2.1317664576549642e+18,9
2.1322922898332083e+18,173
2.1323530931823488e+18,104
2.1333635922881915e+18,1
2.1335377994561776e+17,4
2.1336950217143365e+18,12
2.1338163893153628e+18,13
2.1339303496948362e+18,4
2.1339461547854602e+18,19
2.1339671991612255e+18,5
2.1340421847995425e+18,6
2.1341330512729748e+18,77
2.1345416227593416e+18,2
2.134611405218981e+18,176
2.134929573390672e+18,93
2.1352087939118774e+18,32
2.1353172130756186e+18,185
2.1353668784975854e+18,5
2.1354236009669809e+18,67
2.1356414681203039e+18,266
2.1359868982608046e+18,4
2.1363485343227095e+18,1
2.1363681326614692e+18,63
2.1366682437407982e+18,28
2.1369415527758615e+18,73
2.1369624510754916e+18,225
2.1370546993428178e+18,18
2.137076037204831e+18,413
2.1371129708213036e+18,1
2.1371319942428385e+18,196
2.137306270439974e+18,29
2.1373223618470177e+18,49
2.1374519574916736e+18,1
2.137457265984359e+16,2
2.1375610914968376e+18,6
2.137623559663482e+18,15
2.137735180541094e+18,11
2.137816041974307e+18,4
2.1378932849645158e+18,197
2.1383987451073188e+18,12
2.138466057917514e+18,15
2.1384812951763008e+18,1
2.1392922833858045e+18,64
2.1394478792991334e+18,9
2.1394763033738934e+18,108
2.139499450586538e+18,101
2.1395965126974052e+18,382
2.139694904449354e+18,3
2.1400379978354245e+18,18
2.1400860783021908e+18,3
2.1402452608931667e+17,478
2.1403169902739067e+18,45
2.1403457278664394e+18,3
2.1404921941507333e+18,271
2.1405382084589624e+18,39
2.140982966387684e+18,30
2.1410806177127235e+17,52
2.141121380341345e+18,7
2.1413216589339758e+18,261
2.1414754080193452e+18,1
2.1419882554999186e+18,27
2.1419888880737231e+18,67
2.1423748330349356e+18,148
2.1425672055236536e+18,7
2.142808653425924e+18,27
2.1428129457265147e+18,5
2.1428366047269148e+18,43
2.1435767007083825e+18,5
2.1435962907221274e+18,142
2.1436158861619446e+17,9
2.1438416524194015e+18,1
2.143886376164032e+18,17
2.1440050440279715e+17,25
2.1440936052805408e+17,23
2.1440976494247332e+18,2
2.144278003258139e+18,13
2.144295681038346e+18,1
2.144503959444166e+18,4
2.1445516478265133e+17,71
2.1450792583539648e+18,16
2.145108850926451e+18,31
2.1452332055591997e+18,22
2.1454743735346527e+18,15
2.145785093368232e+18,14
2.145996526831167e+18,3
2.1464094466994707e+17,2
2.1465188150476183e+18,4
2.1466034644104238e+18,16
2.1466855723387117e+17,19
2.1468121969718743e+18,56
2.1468683963715174e+18,24
2.1469216525814717e+18,4
2.146958937564305e+18,2
2.14718023608994e+18,117
2.1473470413231777e+18,27
2.147379833854229e+18,3
2.147386481239566e+17,22
2.1474213133925642e+18,16
2.147438452653665e+18,1
2.1475606303242993e+18,140
2.147868273705846e+18,4
2.1480974692615613e+18,351
2.1481287145616663e+18,133
2.1481670323419244e+18,7
2.1485120096425203e+18,81
2.1485706435468902e+18,31
2.148681596300625e+18,1
2.1495197712514355e+18,80
2.1497103157647862e+18,10
2.149763371625305e+18,339
2.1499288942717827e+18,4
2.1500398361217743e+18,8
2.1500913271375552e+18,116
2.150116602611989e+18,244
2.150188557251834e+18,5
2.1503356955907348e+18,5
2.1504717087361733e+18,3
2.1510156321124746e+18,43
2.1511963452093184e+18,906
2.151199907300253e+18,2
2.1513575122204457e+18,1
2.1515266692825366e+17,9
2.151560773181529e+18,208
2.1517202020770678e+18,5
2.1518552578447685e+18,26
2.151905099703107e+18,1
2.1519146532472271e+18,6
2.151923993413641e+18,2
2.1521127373957727e+18,2
2.152638524194104e+18,159
2.1526944157321764e+18,10
2.1527227600145736e+18,57
2.1527896354029414e+18,1
2.1528430387910756e+18,4
2.1529019487714683e+18,2
2.1529762087630008e+18,6
2.153277087145205e+18,18
2.15351079651766e+18,310
2.153539167745258e+18,5
2.15356148765075e+18,28
2.1537167646214725e+18,17
2.1538377597309821e+18,7
2.1539392514456653e+18,2
2.1540443005020664e+18,2
2.1542629612446077e+18,13
2.1544256697015982e+18,4
2.1545110434628035e+18,3
2.1545272758542287e+18,69
2.1545603894750812e+18,29
2.1547182295703314e+18,5
2.154771224012036e+18,105
2.1547867808192835e+18,397
2.1555050028936975e+18,97
2.1555221931327716e+18,11
2.1556018776427667e+17,14
2.1558990084230922e+18,18
2.155925550682297e+18,16
2.155926506426596e+18,29
2.1561472718728937e+18,5
2.156185417049408e+18,38
2.1562809010387174e+18,13
2.1563652444612744e+18,148
2.1564168767153774e+18,7
2.1564614644552412e+18,3
2.1567877570978276e+18,190
2.1568501724707108e+18,98
2.1570326289662884e+18,5
2.157207177368328e+18,29
2.157255795388079e+18,35
2.1573406579169462e+18,78
2.1574510886491041e+18,8
2.157471948842539e+18,3
2.1574904423292918e+18,12
2.1575921215578284e+18,17
2.15759283704638e+18,120
2.1577031880001062e+18,77
2.157951984285826e+17,6
2.1582035857250273e+18,6
2.1585406871977403e+18,4
2.1585788783726295e+18,15
2.1586044215179955e+18,23
2.1589616058103434e+18,17
2.1590853905102807e+18,1
2.1591567554631398e+18,75
2.1592450534193987e+18,55
2.1592867202942766e+18,16
2.1597776177693412e+18,17
2.1599949797078687e+18,6
2.160059106945909e+18,13
2.1606367843121137e+18,116
2.1608353794057725e+18,11
2.1609335766274363e+18,2
2.1611839180603164e+18,2
2.161270285852787e+18,80
2.1615630726315914e+18,23
2.161624367081813e+18,230
2.1617801876340585e+18,4
2.161788659566712e+18,133
2.1619098982576077e+18,165
2.1620437267460278e+17,34
2.1621143689495547e+18,8
2.1623759649644385e+18,184
2.162484679483891e+18,305
2.1628026850252547e+18,50
2.1630806837612754e+18,2
2.1633424277177487e+18,25
2.163361417434367e+18,11
2.163705394060606e+18,133
2.1637796896082224e+17,42
2.1640886345700262e+18,5
2.1642833973424205e+18,16
2.1642884473643955e+18,326
2.1644515550090583e+18,7
2.1645024323189967e+18,21
2.1648967442759089e+18,144
2.16492063286116e+17,4
2.165771231003961e+18,36
2.1658171155598326e+18,150
2.165869033893191e+18,2
2.1658718023749478e+18,88
2.1659977648230947e+17,13
2.1660457045596114e+18,7
2.1664622230098726e+18,65
2.1666467134967493e+18,5
2.1666630062268718e+18,6
2.1666990169117335e+18,2
2.1667929697548744e+18,61
2.1671019161786726e+18,4
2.1671572096130191e+18,2
2.1671637592919327e+18,2
2.1672077060493614e+18,171
2.1674939743750564e+18,110
2.167554642639985e+18,11
2.167594175526655e+18,3
2.1676187966115948e+18,21
2.1676410080292052e+18,6
2.167671200816346e+18,21
2.167816399483841e+18,2
2.1678459291380232e+18,27
2.1678522585817272e+18,2
2.168009681997135e+18,31
2.1680275124200067e+18,7
2.1682284347810862e+18,15
2.1682828236303634e+18,1
2.168405851126214e+18,124
2.168487521343114e+17,9
2.1685234773482516e+18,1335
2.1685710456252867e+18,22
2.1687659999117914e+18,69
2.1695067809101143e+18,1
2.1696373857702108e+18,102
2.169638930871081e+17,59
2.169651234312038e+17,6
2.1696712673037773e+18,153
2.1697293117208814e+18,6
2.1699337274760028e+18,3
2.1699457029325635e+18,2
2.1700480833241774e+18,104
2.1700884859552166e+18,72
2.1701433516419466e+18,1
2.1702522163042255e+18,77
2.1703371320265267e+17,2
2.1704354168324083e+18,262
2.170647823901188e+18,2
2.1710204439868298e+18,79
2.1710558388481743e+18,411
2.1710677140731484e+18,99
2.1710919800616323e+18,32
2.1714971171590674e+18,12
2.1715974597506234e+17,4
2.1716402254047424e+18,1
2.171667042410462e+17,74
2.1717003927416878e+18,17
2.1720206078658757e+18,40
2.1721106058868076e+18,18
2.17232080737163e+18,13
2.1726355152518036e+18,274
2.172641233597456e+18,64
2.1727024051406454e+18,45
2.1729377424772218e+17,307
2.1729856472861916e+18,4
2.1730989233759398e+18,68
2.1731567644355023e+18,41
2.173207718022171e+18,234
2.1733101781998564e+18,13
2.173616053183802e+18,198
2.1736366128825443e+17,176
2.173789697861594e+18,1
2.1738866013844316e+18,15
2.1740231705930918e+18,3
2.1741569317713216e+18,27
2.1742076109229427e+18,33
2.174370746698016e+18,3
2.1745402238816044e+18,19
2.1746175743611935e+18,10
2.1746290075679903e+18,15
2.174892523635936e+18,38
2.1749269088513093e+18,32
2.1749870606966766e+18,81
2.1750455454841838e+18,13
2.1751304435749204e+18,36
2.1752474267488942e+18,108
2.1754524883365693e+17,2
2.1755665381962734e+18,7
2.17572444092266e+18,4
2.1758073726839887e+18,7
2.1759705847295242e+18,66
2.1761672450919964e+18,254
2.1761974086006896e+17,12
2.1762028957170294e+18,39
2.1762337137436608e+18,5
2.176324273009639e+18,18
2.1764811650095383e+18,164
2.1767003449679506e+18,16
2.177127363855557e+18,139
2.1772544426650314e+18,3
2.177274835748502e+18,12
2.1774955212893727e+18,22
2.177514341704988e+16,44
2.1775236771678536e+18,7
2.1775361131627912e+18,5
2.1777944751663552e+18,5
2.1779342780589102e+18,73
2.1785318507998602e+18,8
2.178834399953743e+18,30
2.1791471662860603e+18,199
2.17919772360301e+18,112
2.17933349542125e+18,10
2.1797116278242314e+18,46
2.179975081850614e+18,2
2.180042700727505e+18,52
2.1801527305432207e+18,1
2.1802300523566418e+18,1
2.1803937031697482e+18,3
2.1804362295392458e+18,13
2.1805347449197353e+18,64
2.1805779084800783e+18,4
2.1806192106820613e+18,42
2.1806253042634947e+18,16
2.1808824905697574e+18,21
2.1809233203013952e+18,3
2.1812844916507346e+18,120
2.181454462479799e+18,67
2.1818095122587154e+18,36
2.1821417129513943e+18,1
2.1822348274197448e+18,44
2.1824348307807468e+18,1
2.1832073343980495e+18,100
2.1832761666000297e+18,80
2.1836556568345178e+18,78
2.1836570335716915e+18,37
2.1836881660957245e+18,5
2.183698226718112e+18,29
2.1838339633266214e+18,50
2.1838968593280497e+18,23
2.1841685626720922e+18,5
2.1845113396179274e+18,90
2.184576251198018e+17,133
2.1846624249479866e+17,57
2.1847574628168835e+18,323
2.185132755607261e+18,4
2.185164957748621e+17,7
2.185172271932292e+18,5
2.185325955510604e+18,9
2.1853799461007025e+18,33
2.1862972690821906e+18,1
2.1865128873328e+17,22
2.18654777750506e+18,2
2.187066735941012e+18,1
2.187234170547621e+18,5
2.1876500915939476e+18,13
2.187951353679545e+18,161
2.1880363760772216e+18,4
2.1881325759473533e+18,10
2.1882120553310953e+18,516
2.188784817621037e+18,109
2.1888526243799532e+18,214
2.189376759877485e+18,1
2.189579074790936e+17,37
2.18962031535981e+18,4
2.189635152844275e+18,25
2.1896708371474926e+18,1
2.189726101128361e+18,3
2.1898081195081262e+18,21
2.189846129927993e+16,172
2.1898662970328136e+18,1
2.1898908224612882e+18,25
2.1901859212865106e+18,19
2.1903126358003863e+18,2
2.190474834699019e+18,52
2.190932978638188e+18,12
2.1909408015056858e+18,195
2.191116622059289e+17,12
2.1914138564776735e+18,1
2.19150306646852e+18,54
2.1917336548215826e+18,1
2.1917338948542938e+18,18
2.1917852958790643e+18,57
2.191934207894836e+18,3
2.1925364749713334e+18,18
2.1926836835691223e+18,2
2.1927038255060864e+18,24
2.1928329172620713e+18,1
2.193378026648838e+18,6
2.1934610326596964e+18,1
2.1934772346059681e+18,92
2.1935241067469476e+18,32
2.193545922523443e+18,13
2.1936865447993462e+18,15
2.1942471836299428e+18,53
2.1943471931616335e+18,29
2.1944075977881242e+18,87
2.1946477808602926e+18,13
2.194709279726494e+18,1
2.1947889642730737e+18,8
2.1949812120577897e+18,60
2.1950724799967163e+18,10
2.1951206455608402e+18,4
2.1952252732863908e+18,87
2.1953080881936607e+18,36
2.1953355948440947e+18,19
2.1953802237345856e+17,1
2.1958021302345923e+18,3
2.1958365012034977e+18,11
2.195857771402123e+18,186
2.195935737750786e+18,425
2.195962662665902e+18,80
2.1959969607578954e+18,46
2.196360646630928e+18,204
2.1964134746120048e+17,1
2.1964293315058166e+17,32
2.196600634988448e+18,4
2.196624054181287e+17,1
2.1966640951935665e+18,50
2.196737130604429e+18,13
2.1968184907022656e+18,4
2.197006403931925e+18,8
2.1970367843917642e+18,1
2.1970420970646725e+18,652
2.197124202968257e+18,316
2.1971708642847557e+18,206
2.197349697440534e+18,1
2.197477729953049e+18,6
2.197529290253743e+18,15
2.1975967712261955e+18,91
2.1977024309725914e+18,38
2.197761220489875e+18,14
2.1977953713100413e+18,27
2.1978749077578657e+18,42
2.1979057685286484e+18,74
2.1979382534170516e+18,5
2.1979878232626593e+18,95
2.1980592046387026e+18,4
2.198326928413374e+18,1
2.1983444321331843e+18,6
2.1985233793861284e+18,17
2.1986808551300357e+18,10
2.1987618693987576e+18,104
2.1988084757935462e+18,22
2.1988607892855698e+18,74
2.198963714471429e+18,2
2.1989953604668726e+18,13
2.199046601942227e+18,1
2.1993747338590833e+18,1
2.199459928390652e+18,68
2.1994990223318367e+18,6
2.1996131579554852e+18,396
2.200003469127002e+18,26
2.2000055022589727e+18,2
2.200024706981052e+18,365
2.2001475536564895e+18,38
2.2008848870259592e+18,9
2.200978094255693e+18,109
2.2013750721263017e+18,14
2.202026026186201e+17,7
2.2020527874566316e+18,2
2.20211910631901e+18,4
2.2025204301262912e+18,31
2.2025549383505674e+18,219
2.2031157237772705e+18,4
2.2032823702299252e+16,2
2.2035384353540168e+18,20
2.203558007786325e+18,3
2.2035705887931046e+17,1
2.2036244522634086e+18,345
2.2036447295695473e+18,43
2.2036831203218941e+18,34
2.203713186936216e+18,77
2.2038467095941998e+18,446
2.2040480090471686e+17,112
2.2041009421469368e+18,66
2.2042853694702438e+18,2
2.2042939558058678e+18,137
2.204327631196757e+18,15
2.204630292293186e+18,460
2.204916695109633e+18,142
2.2050184822937555e+17,11
2.2050345566181678e+18,86
2.2052861421827313e+18,4
2.205483450275352e+18,14
2.2055202101301404e+18,10
2.205614979346394e+18,71
2.2056326171708137e+18,13
2.2056431650201654e+18,6
2.205710624094222e+18,13
2.2058084619118912e+18,52
2.205824595980051e+18,15
2.2058377270927907e+17,1
2.205869923959544e+18,41
2.206148419800351e+18,1
2.206360011127921e+18,98
2.206447873191974e+18,469
2.2065010517145285e+18,12
2.2065223961992256e+18,52
2.206716528731326e+18,5
2.2067319995373924e+18,1
2.2068098041039706e+18,182
2.2068407091855624e+18,12
2.2068632403091738e+18,3
2.2071154518827372e+18,66
2.2075795855624596e+18,11
2.2077220694913636e+18,16
2.2077289357652362e+18,22
2.2077834147530854e+18,13
2.207881531303994e+18,42
2.2079252830096466e+18,1
2.208123063207164e+16,15
2.208373779221846e+18,16
2.2084872033140419e+18,27
2.2085885154368366e+18,93
2.208592704459662e+18,101
2.2086577646184963e+18,22
2.2088732716901117e+18,57
2.209507149105697e+18,13
2.2095540152201226e+18,8
2.2097039654932736e+18,230
2.2097552531921595e+18,3
2.2098848349225853e+18,6
2.2099093095487127e+18,18
2.2100698973308347e+18,6
2.2101898800556618e+18,23
2.2102732437138573e+18,12
2.2103412386369518e+18,31
2.210529067266111e+18,50
2.2105756662746097e+18,1
2.2106391620611628e+18,105
2.2111794707704576e+18,1
2.211422947093145e+18,13
2.2118048243164155e+18,3
2.2120285325383222e+18,119
2.2120473356344064e+18,93
2.2121021756602376e+18,3
2.2121103285828803e+18,1
2.2121378401613059e+18,51
2.2122218167577887e+18,28
2.2122807588337132e+18,22
2.212382920914067e+18,2
2.2124710634525752e+18,1
2.212737326597917e+18,3
2.2129821560301893e+18,389
2.2129831609851862e+17,38
2.2130070565140337e+18,184
2.2130674093598546e+18,2
2.2132185884286874e+18,9
2.2132622625710856e+18,156
2.213297276274977e+17,10
2.213300892434262e+17,77
2.2133353426119752e+18,21
2.2133851096424924e+18,14
2.2136830257634916e+18,122
2.2136988472985772e+18,33
2.2137947813406454e+18,4
2.2138144615772524e+18,161
2.2138895034080573e+18,4
2.2138912037800717e+18,1
2.214027965694467e+18,232
2.2141807278507459e+18,34
2.2142103580078333e+18,17
2.2143367227356493e+18,4
2.2146159179833188e+18,137
2.2147386188830356e+18,4
2.2147775133425626e+17,5
2.2148858518293524e+18,1
2.214887313651924e+18,52
2.214897857068458e+18,52
2.2149366731703718e+18,138
2.2150526334423706e+18,2
2.215184806885297e+18,2
2.2154160679898427e+18,1
2.215445006814455e+18,35
2.2154949854224084e+18,1
2.2155288123049034e+18,5
2.215559866673842e+18,2
2.2162281874942144e+18,28
2.2163560906535658e+17,1
2.2164747024114074e+17,7
2.2165744035052623e+18,63
2.2167390688898895e+18,46
2.216741692222248e+17,2
2.2168393346108047e+18,1
2.2170232935324326e+17,14
2.2170848017465196e+18,26
2.2172649082750088e+18,4
2.217464759443985e+18,127
2.2176166172896794e+18,2
2.2176188147972045e+18,3
2.217624838678908e+16,37
2.217656382821431e+18,86
2.2177785741214257e+18,5
2.2178060171564485e+18,20
2.217897679975706e+18,60
2.2179512540601405e+18,74
2.2179577611202785e+18,4
2.2180769670142428e+18,1
2.2181423530103708e+18,7
2.2183078984180465e+18,2
2.2184313051921746e+18,2
2.2185363682465352e+18,70
2.218537005610773e+18,14
2.218581543832516e+18,6
2.218840445647516e+18,30
2.2188426858799014e+18,105
2.2188870134860966e+18,38
2.21898435617642e+18,10
2.2191357277867926e+17,13
2.219210336091957e+18,3
2.2193415712663365e+18,56
2.219361997474552e+18,3
2.2195276144181463e+18,171
2.2196015727467364e+18,62
2.2197936058892605e+17,74
2.2199084757973916e+18,1
2.2199362002810657e+18,218
2.2199814988486548e+18,65
2.2201246624681385e+18,5
2.220320483940722e+18,414
2.2204666048579994e+18,945
2.2207234897098862e+18,64
2.2207968592461821e+18,58
2.220865271652548e+18,59
2.2209175901098401e+18,51
2.2209935520356946e+18,38
2.2211121368136983e+18,2
2.2211415445356936e+18,1225
2.2212915662566845e+18,72
2.2216396469929784e+18,4
2.2216483399489862e+17,12
2.222220059504062e+18,20
2.2222608052460884e+18,179
2.222397963064244e+17,1
2.222444171195773e+17,111
2.2224649498679173e+18,1
2.2226823996531753e+18,65
2.2226896501562025e+18,8
2.222696796111333e+18,1
2.2227280038927299e+18,15
2.22280588705914e+18,33
2.2229668821209078e+18,3
2.2232285753199585e+18,47
2.2233310506590528e+18,78
2.223378720649975e+18,24
2.223428421354032e+18,1
2.2237416002100605e+18,79
2.223744877826433e+18,38
2.2240576868083602e+18,13
2.2241190322374904e+18,41
2.2243577309141821e+18,64
2.224371783376768e+16,7
2.224434241998527e+18,11
2.2249313728231252e+18,16
2.2252642644404206e+18,2
2.2253204882866314e+18,5
2.2255047231445466e+18,241
2.2255812141958892e+18,11
2.2258474654336635e+18,31
2.2258577198419357e+17,17
2.225930385738252e+17,29
2.2260100817628833e+18,25
2.2261344324729364e+16,1
2.226138235260169e+18,1
2.2262400361373115e+18,34
2.2263835349600369e+18,1
2.2263990748164877e+18,16
2.2264719206581105e+18,1
2.2266403386174592e+18,84
2.2272422397559537e+18,1
2.2273274943300616e+18,121
2.2273990123848381e+18,18
2.227402093770298e+18,2
2.2274095916149178e+17,11
2.2274151149383334e+18,36
2.2274191036979604e+18,22
2.2274839814143404e+18,511
2.2275370460255683e+18,14
2.2278251454066468e+18,27
2.2278707146087183e+18,1
2.2279253728020892e+18,28
2.2279956627036137e+18,53
2.228052608521116e+18,13
2.2284974489763622e+17,3
2.2285817539880794e+18,9
2.2285890057311402e+17,27
2.2286464081000156e+18,8
2.2287310581800497e+18,1
2.2288745764984954e+17,1
2.2292150596582006e+18,19
2.2292685060440404e+18,25
2.2293051096695421e+18,4
2.2295147489611302e+18,280
2.2296246700453776e+17,16
2.2297126190100936e+18,5
2.229782027650718e+18,84
2.2300966860175155e+18,45
2.2302977534817774e+18,23
2.2303281663329725e+18,1
2.23069614053771e+18,22
2.230700073158645e+18,1
2.2308131152547843e+18,3
2.2308998324775846e+18,105
2.2309236609276897e+18,7
2.23107729478393e+17,145
2.2312550403233562e+18,10
2.2313495553410483e+18,48
2.2316358992885165e+17,51
2.2322180033301594e+18,3
2.2322418351904474e+17,411
2.232333758309193e+18,861
2.2323464269089686e+17,11
2.232474916676788e+17,1
2.232491460509651e+18,1
2.2325224061604977e+18,35
2.2327684546590712e+18,20
2.2336780955972303e+18,3
2.2338088961825792e+18,43
2.2338461931714865e+18,30
2.2339228112282747e+18,2
2.233959845326873e+18,131
2.2340252896590728e+18,5
2.2340940149219484e+18,1
2.234104634373574e+18,8
2.2343241126504916e+18,2
2.23457765690981e+18,9
2.2346938960487378e+18,3
2.2351241261233738e+18,47
2.2352346328282941e+18,4
2.2356546123418445e+18,1
2.235673731544598e+18,266
2.2358761788727864e+18,1
2.235888708265545e+18,81
2.235963382702769e+18,16
2.2360458826093737e+18,8
2.236074060120953e+18,21
2.2361534457677123e+18,10
2.2361716831632335e+18,125
2.2361901484564956e+18,2
2.236270255494208e+18,447
2.236364937264754e+18,6
2.2365460054439409e+18,4
2.236977592225075e+18,13
2.2373497586916285e+18,57
2.2373962942977027e+18,7
2.237422888370903e+18,5
2.2376176967509699e+18,93
2.2376677831186714e+18,3
2.2377301393556454e+18,175
2.2377538562197466e+18,3
2.237921149420055e+18,66
2.2383331220723249e+18,40
2.238342864090055e+18,9
2.2384314949752317e+18,1
2.238508890555706e+18,3
2.238722032622262e+17,20
2.2387699914816645e+18,35
2.2390598218219354e+18,4
2.2390919441060915e+18,200
2.239285837602809e+18,19
2.2394848380177528e+18,2
2.2395263010817416e+18,1
2.2397438973999165e+18,4
2.2398332169124224e+18,37
2.2398809752239043e+18,94
2.2399775933323507e+18,20
2.2400262459154755e+18,3
2.2401581861387876e+18,8
2.2402045791250373e+18,56
2.2402223915914772e+18,31
2.2403893394959604e+16,128
2.2405312626683656e+18,4
2.2406479245233556e+18,1
2.240649873544354e+17,29
2.2407113724549084e+18,1
2.24085328764364e+18,16
2.2411435119522312e+18,192
2.2411672768617183e+18,5
2.241441588676715e+18,4
2.2414420105861647e+18,6
2.2416306676899039e+18,1519
2.2416649539545754e+18,3
2.241696944791545e+18,3
2.241738042985816e+18,18
2.2417492168854705e+18,3
2.241767092438555e+18,296
2.2419818053515656e+18,27
2.24228766612428e+18,2
2.2426017187428465e+18,30
2.2427104500345065e+18,13
2.2428635506697044e+18,2
2.2429229708075592e+18,9
2.2430531285812138e+17,52
2.2431790976193528e+18,25
2.2432310794235965e+18,7
2.2433083873539436e+18,3
2.2434194934861107e+18,5
2.2434706329591293e+18,4
2.2436139464989432e+18,147
2.2436408109021868e+18,5
2.2437672465903598e+18,42
2.2440558437139192e+18,22
2.244329557088829e+18,26
2.2447533321405076e+18,7
2.244772357926265e+18,10
2.2448585007175378e+18,6
2.245085489590497e+18,21
2.2451113319147622e+17,139
2.245155507862279e+18,5
2.2455219603450222e+18,109
2.245813893089106e+18,2
2.2458971458045036e+18,30
2.24612457134876e+18,7
2.2466133328339837e+18,56
2.2466410284522406e+18,85
2.2466506352588247e+18,287
2.2466845252212262e+18,4
2.2466911159237998e+18,7
2.2467499572670515e+18,25
2.2468449685572815e+18,10
2.2469235138846195e+17,12
2.2470751340494618e+18,5
2.2471027493684913e+18,6
2.2472020441484152e+18,28
2.2473434027519764e+18,32
2.24735014941489e+18,20
2.247368469819495e+16,8
2.247620921584526e+18,22
2.248256401462033e+18,75
2.248472687862749e+18,28
2.2489111395025142e+17,116
2.2491245568140751e+18,23
2.2491576261160724e+18,20
2.2493666772027727e+18,8
2.249392182040966e+18,1
2.249406024682318e+18,4
2.249555035405459e+18,1
2.2497469463480072e+18,1
2.2499805895100938e+18,6
2.2500983313947054e+18,76
2.250303427592096e+18,27
2.250423858833571e+16,32
2.2504514601967875e+18,11
2.2504650652375752e+18,11
2.250519705836559e+18,4
2.2505569711933617e+18,8
2.2506118905666721e+18,7
2.2509994120304556e+18,4
2.2511528617140152e+18,15
2.2516850693278323e+18,4
2.251847203620269e+18,2
2.251898766765142e+18,171
2.2519208373608563e+18,33
2.251950372772303e+18,1
2.2521831155435904e+18,1
2.2523671473129477e+18,69
2.2524869698350364e+18,2
2.2525254640286246e+18,6
2.2527447418491584e+18,8
2.2527958995420137e+18,55
2.2529712850833518e+18,15
2.2530153877065326e+18,207
2.2533789660795616e+17,1
2.2534328766170194e+18,36
2.253487954930143e+18,88
2.253623356395984e+17,117
2.2537624642503524e+18,2
2.2541751557674785e+18,3
2.2542219250322455e+18,15
2.2543089872376015e+18,34
2.254349703100942e+18,21
2.2543881402700183e+18,37
2.2544235355946176e+18,80
2.2546342875799951e+18,32
2.2547654094125466e+18,99
2.2548322013594445e+17,34
2.2549422101185032e+18,4
2.2551885076092934e+17,55
2.2551891304417272e+18,1
2.2552467114053281e+18,4
2.2553337209211728e+17,87
2.2553723230447288e+18,254
2.2554356897731206e+17,12
2.2554789526956803e+18,33
2.2556068389830618e+18,26
2.255756147975918e+18,36
2.2558030548410685e+18,121
2.2560071506850903e+18,244
2.2560228209755392e+18,11
2.2561547096819254e+18,4
2.256232007101959e+18,1
2.2562496737565153e+18,23
2.256396173567737e+18,6
2.256587508816516e+18,5
2.2566244716023898e+18,6
2.2568082043994547e+17,11
2.2569377351319872e+17,13
2.256951917841762e+18,387
2.257159551899999e+18,1
2.2572434181046815e+18,14
2.2574659825437786e+18,1
2.2575065274168343e+18,3
2.2576490762660042e+18,15
2.2580424075467926e+17,23
2.2580651170603604e+18,4
2.2580836322565394e+18,197
2.2582809424248672e+17,18
2.2583134661454257e+18,285
2.2583231992829048e+18,53
2.2585487129016515e+18,33
2.25887147849711e+18,77
2.25889932795957e+17,73
2.259049757834591e+18,16
2.2590748009805635e+18,1
2.25909831674948e+18,26
2.2592352738872466e+18,6
2.259355128025411e+18,55
2.2594758871579615e+18,31
2.2594897019648788e+18,10
2.2597190424118605e+18,7
2.259830134293976e+18,1
2.259922986302731e+18,264
2.260119680518442e+17,15
2.2601590953218637e+18,5
2.2603514321477012e+18,15
2.2603644066239738e+17,18
2.260419469853614e+18,93
2.260504191242383e+18,4
2.260504832877581e+18,1
2.260548608972681e+18,49
2.261070190845396e+18,7
2.2610884563001738e+18,35
2.2612241103391002e+18,17
2.2612341354162652e+18,6
2.2612414757271237e+18,1
2.261418073432609e+18,1
2.261560238915823e+18,191
2.2615830522945434e+18,4
2.2617346758583718e+18,75
2.2618159687681764e+18,158
2.2619130286535398e+18,59
2.2621145443208627e+17,1
2.2621215187787666e+18,88
2.262307461113881e+18,1
2.262519548743817e+17,10
2.262802209714406e+18,5
2.2628307069161761e+18,114
2.2628456869895196e+18,18
2.2629150431986985e+18,103
2.2629845369388396e+18,13
2.263010635097882e+18,16
2.2631342009940723e+18,240
2.2631365740064955e+18,118
2.2632662006080077e+18,6
2.2633682829297603e+17,42
2.263386497719974e+18,2
2.263389667800148e+18,1
2.2636107426849684e+18,41
2.2636541128757107e+18,37
2.2637420677728983e+18,6
2.263923185019777e+17,2
2.263957479640543e+18,9
2.2639847137389763e+18,1
2.2640712250987318e+17,9
2.2642251194372385e+18,25
2.2643671714061476e+18,2
2.264373750998898e+18,7
2.2644086184666798e+18,23
2.2645896206294845e+18,8
2.264605761572532e+18,9
2.2646975193517392e+17,132
2.2650999294974426e+18,22
2.2651249175221535e+18,11
2.2653305393179392e+17,1
2.265503757740016e+18,15
2.2655599174167434e+18,242
2.2657073573238694e+18,16
2.2657961848872502e+17,54
2.2659730792813802e+17,210
2.2661565910123735e+18,45
2.266244802415347e+18,16
2.2663172570257183e+18,12
2.2663504833794132e+18,7
2.2664399428579384e+18,1746
